variant_id,narrative
V0138,Create Fine Send Fine (+92d) Insert Fine Notification (+10d) Insert Date Appeal to Prefecture (+11d) Add penalty (+49d) Receive Result Appeal from Prefecture (+101d) Notify Result Appeal to Offender (+8d) Send Appeal to Prefecture (+649d) Send for Credit Collection (+92d)
V0139,Create Fine Send Fine (+129d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+37d) Add penalty (+23d) Send Appeal to Prefecture (+110d) Receive Result Appeal from Prefecture (+109d) Appeal to Judge (+6d) Notify Result Appeal to Offender (+5d) Payment (+55d)
V0140,Create Fine Send Fine (+123d) Insert Fine Notification (+21d) Appeal to Judge (+48d) Add penalty (+12d) Insert Date Appeal to Prefecture (+8d) Send Appeal to Prefecture (+52d) Payment (+229d)
V0141,Create Fine Send Fine Insert Fine Notification Add penalty (+60d) Insert Date Appeal to Prefecture (+4d) Send Appeal to Prefecture (+18d) Payment (+83d) Payment (+24d) Payment (+32d) Payment (+29d) Payment (+35d) Payment (+55d) Payment (+58d) Payment (+28d) Payment (+34d) Payment (+58d) Rework observed: Payment was repeated (seen in 1 cases).
V0142,Create Fine Insert Date Appeal to Prefecture (+16d) Send Appeal to Prefecture (+4d) Send Fine (+74d) Insert Fine Notification (+5d) Payment (+27d) Add penalty (+33d) Payment (+157d) Rework observed: Payment was repeated (seen in 1 cases).
V0143,Create Fine Send Fine Insert Fine Notification Insert Date Appeal to Prefecture (+42d) Add penalty (+18d) Payment (+549d) Payment (+29d) Payment (+30d) Payment (+29d) Payment (+31d) Payment (+30d) Payment (+34d) Payment (+27d) Payment (+31d) Payment (+33d) Rework observed: Payment was repeated (seen in 1 cases).
V0144,Create Fine Send Fine Insert Fine Notification Appeal to Judge (+1d) Add penalty (+59d) Insert Date Appeal to Prefecture Send Appeal to Prefecture (+1d)
V0145,Create Fine Send Fine Insert Fine Notification Add penalty (+60d) Payment Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+19d)
V0146,Create Fine Send Fine Insert Fine Notification Insert Date Appeal to Prefecture (+20d) Send Appeal to Prefecture (+20d) Add penalty (+20d) Receive Result Appeal from Prefecture (+29d) Notify Result Appeal to Offender (+67d) Appeal to Judge (+1d) Payment (+383d) Payment (+33d) Payment (+30d) Rework observed: Payment was repeated (seen in 1 cases).
V0147,Create Fine Send Fine Insert Fine Notification Appeal to Judge (+2d) Add penalty (+58d) Payment (+424d) Payment (+28d) Payment (+36d) Payment (+29d) Payment (+33d) Payment (+29d) Payment (+43d) Payment (+36d) Payment (+42d) Payment (+27d) Payment (+49d) Payment (+70d) Rework observed: Payment was repeated (seen in 1 cases).
V0148,Create Fine Send Fine (+104d) Insert Fine Notification (+23d) Appeal to Judge (+58d) Add penalty (+2d) Payment (+174d) Payment (+30d) Payment (+32d) Payment (+29d) Payment (+35d) Payment (+30d) Payment (+25d) Payment (+31d) Payment (+32d) Payment (+36d) Rework observed: Payment was repeated (seen in 1 cases).
V0149,Create Fine Send Fine Insert Fine Notification Add penalty (+60d) Insert Date Appeal to Prefecture (+326d) Payment (+3d) Payment (+35d) Payment (+34d) Payment (+34d) Rework observed: Payment was repeated (seen in 1 cases).
V0150,Create Fine Send Fine Insert Fine Notification Add penalty (+60d) Payment (+274d) Payment (+34d) Payment (+28d) Payment (+28d) Payment (+36d) Payment (+90d) Payment (+192d) Payment (+71d) Rework observed: Payment was repeated (seen in 1 cases).
V0151,Create Fine Send Fine (+19d) Insert Fine Notification Appeal to Judge (+5d) Add penalty (+55d) Payment (+183d) Payment (+34d) Payment (+31d) Payment (+35d) Payment (+23d) Payment (+40d) Payment (+55d) Payment (+31d) Payment (+33d) Payment (+105d) Payment (+61d) Rework observed: Payment was repeated (seen in 1 cases).
V0152,Create Fine Send Fine Insert Fine Notification Add penalty (+60d) Appeal to Judge Receive Result Appeal from Prefecture (+503d)
V0153,Create Fine Send Fine Insert Fine Notification Appeal to Judge (+10d) Add penalty (+50d) Payment (+180d) Payment (+26d) Payment (+25d) Payment (+31d) Payment (+35d) Payment (+28d) Payment (+25d) Payment (+34d) Payment (+16d) Payment (+28d) Payment (+34d) Payment (+41d) Payment (+18d) Payment (+44d) Payment (+24d) Rework observed: Payment was repeated (seen in 1 cases).
V0154,Create Fine Appeal to Judge (+25d) Send Fine (+147d) Payment (+233d)
V0155,Create Fine Send Fine Insert Fine Notification Payment (+41d) Add penalty (+19d) Payment (+10d) Payment (+16d) Payment (+48d) Payment (+29d) Payment (+28d) Payment (+39d) Rework observed: Payment was repeated (seen in 1 cases).
V0156,Create Fine Send Fine (+81d) Insert Date Appeal to Prefecture (+61d) Payment (+5d) Send Appeal to Prefecture (+43d)
V0157,Create Fine Send Fine Insert Fine Notification Payment (+30d) Add penalty (+30d) Payment (+6d) Payment (+30d) Payment (+11d) Payment (+1d) Rework observed: Payment was repeated (seen in 1 cases).
V0158,Create Fine Send Fine (+139d) Insert Fine Notification (+12d) Add penalty (+60d) Insert Date Appeal to Prefecture (+13d) Receive Result Appeal from Prefecture (+153d) Notify Result Appeal to Offender (+7d) Appeal to Judge (+50d) Send Appeal to Prefecture (+1570d)
V0159,Create Fine Send Fine (+138d) Insert Fine Notification (+23d) Insert Date Appeal to Prefecture (+40d) Add penalty (+20d) Receive Result Appeal from Prefecture (+115d) Payment (+15d)
V0160,Create Fine Payment (+1d) Send Fine (+132d) Insert Fine Notification (+8d) Add penalty (+60d) Payment (+606d) Send for Credit Collection (+165d) Rework observed: Payment was repeated (seen in 1 cases).
V0161,Create Fine Send Fine (+53d) Insert Fine Notification (+41d) Insert Date Appeal to Prefecture (+7d) Receive Result Appeal from Prefecture (+28d) Send Appeal to Prefecture (+4d) Add penalty (+21d) Notify Result Appeal to Offender (+194d) Send for Credit Collection (+490d)
V0162,Create Fine Send Fine (+24d) Insert Fine Notification (+11d) Appeal to Judge (+1d) Insert Date Appeal to Prefecture (+15d) Add penalty (+44d) Payment (+183d)
V0163,Create Fine Send Fine (+58d) Insert Fine Notification (+6d) Insert Date Appeal to Prefecture (+52d) Add penalty (+8d) Receive Result Appeal from Prefecture (+8d) Send Appeal to Prefecture Notify Result Appeal to Offender (+106d) Send for Credit Collection (+1223d)
V0164,Create Fine Insert Date Appeal to Prefecture (+23d) Send Fine (+21d) Insert Fine Notification (+7d) Send Appeal to Prefecture Add penalty (+60d) Receive Result Appeal from Prefecture (+40d) Payment (+66d)
V0165,Create Fine Send Fine (+108d) Insert Fine Notification (+20d) Insert Date Appeal to Prefecture (+40d) Add penalty (+20d) Send Appeal to Prefecture (+30d) Receive Result Appeal from Prefecture (+37d) Appeal to Judge (+47d) Notify Result Appeal to Offender (+1d) Send for Credit Collection (+1474d)
V0166,Create Fine Send Fine (+148d) Insert Fine Notification (+10d) Add penalty (+60d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+37d) Receive Result Appeal from Prefecture (+141d) Notify Result Appeal to Offender (+43d) Appeal to Judge (+45d) Payment (+406d) Payment Rework observed: Payment was repeated (seen in 1 cases).
V0167,Create Fine Send Fine (+121d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+2d) Send Appeal to Prefecture (+28d) Add penalty (+30d) Receive Result Appeal from Prefecture (+2d) Appeal to Judge (+45d) Notify Result Appeal to Offender (+20d)
V0168,Create Fine Payment (+4d) Send Fine (+120d) Insert Fine Notification (+15d) Insert Date Appeal to Prefecture (+8d) Add penalty (+52d) Send Appeal to Prefecture
V0169,Create Fine Send Fine (+137d) Insert Fine Notification (+9d) Add penalty (+60d) Payment (+204d) Payment (+44d) Payment (+35d) Payment (+34d) Send for Credit Collection (+322d) Rework observed: Payment was repeated (seen in 1 cases).
V0170,Create Fine Send Fine (+132d) Insert Fine Notification (+24d) Appeal to Judge (+17d) Add penalty (+43d) Payment (+109d) Payment (+497d) Send for Credit Collection (+523d) Rework observed: Payment was repeated (seen in 1 cases).
V0171,Create Fine Send Fine (+132d) Insert Fine Notification (+17d) Insert Date Appeal to Prefecture (+9d) Add penalty (+51d) Send Appeal to Prefecture (+5d) Receive Result Appeal from Prefecture (+94d) Payment (+36d) Notify Result Appeal to Offender (+25d) Payment (+45d) Rework observed: Payment was repeated (seen in 1 cases).
V0172,Create Fine Send Fine (+142d) Insert Fine Notification (+15d) Insert Date Appeal to Prefecture (+26d) Add penalty (+34d) Send Appeal to Prefecture (+23d) Receive Result Appeal from Prefecture (+89d) Appeal to Judge (+72d) Payment (+173d)
V0173,Create Fine Payment (+12d) Send Fine (+118d) Insert Fine Notification (+13d) Payment (+1d) Add penalty (+59d) Send for Credit Collection (+883d) Rework observed: Payment was repeated (seen in 1 cases).
V0174,Create Fine Payment (+6d) Payment Send Fine (+106d) Insert Fine Notification (+8d) Add penalty (+60d) Payment (+366d) Rework observed: Payment was repeated (seen in 1 cases).
V0175,Create Fine Send Fine (+107d) Insert Fine Notification (+9d) Insert Date Appeal to Prefecture (+25d) Appeal to Judge (+15d) Add penalty (+20d) Send Appeal to Prefecture (+10d) Receive Result Appeal from Prefecture (+74d) Notify Result Appeal to Offender (+5d)
V0176,Create Fine Send Fine (+141d) Insert Fine Notification (+12d) Add penalty (+60d) Insert Date Appeal to Prefecture (+38d) Appeal to Judge (+216d) Send Appeal to Prefecture (+1539d)
V0177,Create Fine Send Fine (+138d) Insert Fine Notification (+12d) Add penalty (+60d) Insert Date Appeal to Prefecture (+38d) Receive Result Appeal from Prefecture (+209d) Notify Result Appeal to Offender (+8d) Appeal to Judge (+9d) Send for Credit Collection (+1093d) Send Appeal to Prefecture (+436d)
V0178,Create Fine Send Fine (+48d) Send Appeal to Prefecture (+62d) Insert Fine Notification (+32d) Insert Date Appeal to Prefecture (+16d) Add penalty (+44d) Receive Result Appeal from Prefecture (+46d) Notify Result Appeal to Offender (+10d)
V0179,Create Fine Send Fine (+142d) Insert Fine Notification (+14d) Add penalty (+60d) Insert Date Appeal to Prefecture (+1d) Receive Result Appeal from Prefecture (+112d) Notify Result Appeal to Offender (+27d)
V0180,Create Fine Send Fine (+106d) Insert Date Appeal to Prefecture (+41d) Insert Fine Notification (+42d) Send Appeal to Prefecture (+9d) Add penalty (+51d) Receive Result Appeal from Prefecture (+87d) Notify Result Appeal to Offender (+6d) Payment (+57d) Payment (+30d) Rework observed: Payment was repeated (seen in 1 cases).
V0181,Create Fine Send Fine (+137d) Insert Fine Notification (+17d) Insert Date Appeal to Prefecture (+13d) Add penalty (+47d) Send Appeal to Prefecture (+1d) Payment (+5d) Payment (+148d) Rework observed: Payment was repeated (seen in 1 cases).
V0182,Create Fine Insert Date Appeal to Prefecture (+66d) Send Fine (+11d) Insert Fine Notification (+13d) Send Appeal to Prefecture (+42d) Add penalty (+18d) Receive Result Appeal from Prefecture (+35d) Notify Result Appeal to Offender (+52d) Send for Credit Collection (+564d)
V0183,Create Fine Send Fine (+67d) Insert Fine Notification (+5d) Add penalty (+60d) Appeal to Judge Payment (+714d) Payment (+52d) Payment (+28d) Payment (+35d) Rework observed: Payment was repeated (seen in 1 cases).
V0184,Create Fine Send Fine (+62d) Insert Fine Notification (+5d) Add penalty (+60d) Appeal to Judge Payment (+700d) Payment (+14d) Rework observed: Payment was repeated (seen in 1 cases).
V0185,Create Fine Send Fine (+108d) Insert Fine Notification (+6d) Insert Date Appeal to Prefecture (+6d) Send Appeal to Prefecture (+49d) Add penalty (+5d) Receive Result Appeal from Prefecture (+43d) Notify Result Appeal to Offender (+2d) Payment (+28d) Appeal to Judge (+83d)
V0186,Create Fine Send Fine (+110d) Insert Fine Notification (+13d) Insert Date Appeal to Prefecture (+28d) Add penalty (+32d) Send Appeal to Prefecture (+2d) Payment (+369d) Payment (+1d) Payment (+27d) Rework observed: Payment was repeated (seen in 1 cases).
V0187,Create Fine Send Fine (+55d) Insert Fine Notification (+10d) Add penalty (+60d) Appeal to Judge (+24d) Payment (+87d) Payment (+25d) Payment (+28d) Payment (+34d) Payment (+28d) Rework observed: Payment was repeated (seen in 1 cases).
V0188,Create Fine Send Fine (+47d) Insert Fine Notification (+9d) Payment (+52d) Add penalty (+8d) Payment (+24d) Payment (+29d) Payment (+34d) Payment (+29d) Payment (+28d) Payment (+30d) Payment (+32d) Rework observed: Payment was repeated (seen in 1 cases).
V0189,Create Fine Insert Date Appeal to Prefecture (+24d) Send Fine (+1d) Insert Fine Notification (+17d) Send Appeal to Prefecture (+33d) Add penalty (+27d) Payment (+37d)
V0190,Create Fine Insert Date Appeal to Prefecture (+29d) Send Fine (+1d) Insert Fine Notification (+17d) Send Appeal to Prefecture (+40d) Add penalty (+20d) Payment (+64d) Payment (+69d) Rework observed: Payment was repeated (seen in 1 cases).
V0191,Create Fine Send Fine (+65d) Insert Fine Notification (+10d) Insert Date Appeal to Prefecture (+53d) Add penalty (+7d) Send Appeal to Prefecture (+48d) Notify Result Appeal to Offender (+47d) Receive Result Appeal from Prefecture (+9d)
V0192,Create Fine Send Fine (+74d) Insert Date Appeal to Prefecture (+154d) Send Appeal to Prefecture (+53d) Receive Result Appeal from Prefecture (+14d)
V0193,Create Fine Payment Payment (+57d) Send Fine (+1d) Rework observed: Payment was repeated (seen in 1 cases).
V0194,Create Fine Send Fine (+54d) Payment (+54d) Insert Date Appeal to Prefecture (+4d) Send Appeal to Prefecture (+27d)
V0195,Create Fine Send Fine (+96d) Insert Fine Notification (+20d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+1d) Receive Result Appeal from Prefecture (+34d) Add penalty (+24d) Payment (+317d) Payment (+29d) Rework observed: Payment was repeated (seen in 1 cases).
V0196,Create Fine Insert Date Appeal to Prefecture (+5d) Send Appeal to Prefecture (+30d) Send Fine (+20d) Payment (+37d)
V0197,Create Fine Send Fine (+76d) Insert Fine Notification (+24d) Insert Date Appeal to Prefecture (+3d) Receive Result Appeal from Prefecture (+22d) Send Appeal to Prefecture (+6d) Add penalty (+29d) Payment (+84d)
V0198,Create Fine Send Fine (+28d) Insert Fine Notification (+46d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+1d) Receive Result Appeal from Prefecture (+29d) Add penalty (+29d) Notify Result Appeal to Offender (+82d) Appeal to Judge (+1d) Payment (+347d) Payment (+107d) Rework observed: Payment was repeated (seen in 1 cases).
V0199,Create Fine Send Fine (+61d) Insert Date Appeal to Prefecture (+7d) Insert Fine Notification Appeal to Judge (+1d) Send Appeal to Prefecture Add penalty (+59d) Payment (+383d)
V0200,Create Fine Send Fine (+46d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+19d) Add penalty (+41d) Send Appeal to Prefecture (+12d) Receive Result Appeal from Prefecture (+83d) Appeal to Judge (+70d)
V0201,Create Fine Send Fine (+91d) Insert Fine Notification (+8d) Insert Date Appeal to Prefecture (+9d) Send Appeal to Prefecture (+25d) Add penalty (+26d) Receive Result Appeal from Prefecture (+76d) Appeal to Judge (+1d) Notify Result Appeal to Offender (+82d) Payment (+455d)
V0202,Create Fine Send Fine (+106d) Insert Fine Notification (+10d) Add penalty (+60d) Insert Date Appeal to Prefecture (+2d) Send Appeal to Prefecture (+33d) Receive Result Appeal from Prefecture (+113d) Appeal to Judge (+1d) Notify Result Appeal to Offender (+33d)
V0203,Create Fine Send Fine (+89d) Insert Fine Notification (+7d) Add penalty (+60d) Receive Result Appeal from Prefecture (+77d) Notify Result Appeal to Offender (+83d) Appeal to Judge (+147d) Payment (+308d)
V0204,Create Fine Send Fine (+148d) Insert Fine Notification (+10d) Add penalty (+60d) Payment (+11d) Appeal to Judge (+136d) Payment (+168d) Rework observed: Payment was repeated (seen in 1 cases).
V0205,Create Fine Send Fine (+131d) Insert Fine Notification (+17d) Payment (+22d) Add penalty (+38d) Appeal to Judge (+636d)
V0206,Create Fine Send Fine (+132d) Insert Fine Notification (+21d) Insert Date Appeal to Prefecture (+6d) Appeal to Judge (+8d) Send Appeal to Prefecture (+31d) Add penalty (+15d) Receive Result Appeal from Prefecture (+31d)
V0207,Create Fine Send Fine (+45d) Insert Date Appeal to Prefecture (+8d) Send Appeal to Prefecture (+1d) Insert Fine Notification (+1d) Add penalty (+60d) Payment (+416d)
V0208,Create Fine Insert Date Appeal to Prefecture (+43d) Send Appeal to Prefecture (+1d) Send Fine (+21d) Insert Fine Notification (+7d) Add penalty (+60d) Payment (+261d)
V0209,Create Fine Send Fine (+111d) Insert Fine Notification (+9d) Appeal to Judge (+33d) Add penalty (+27d) Payment (+1144d) Payment (+31d) Payment (+31d) Rework observed: Payment was repeated (seen in 1 cases).
V0210,Create Fine Send Fine (+202d) Insert Fine Notification (+9d) Add penalty (+60d) Insert Date Appeal to Prefecture Send Appeal to Prefecture (+9d) Receive Result Appeal from Prefecture (+121d) Appeal to Judge (+1d) Notify Result Appeal to Offender (+84d) Payment (+711d)
V0211,Create Fine Send Fine (+55d) Insert Fine Notification (+11d) Insert Date Appeal to Prefecture (+54d) Add penalty (+6d) Send Appeal to Prefecture (+6d) Receive Result Appeal from Prefecture (+56d) Notify Result Appeal to Offender (+39d) Payment (+72d) Payment (+18d) Payment (+24d) Payment (+32d) Payment (+33d) Payment (+45d) Rework observed: Payment was repeated (seen in 1 cases).
V0212,Create Fine Send Fine (+133d) Insert Fine Notification (+9d) Insert Date Appeal to Prefecture (+11d) Send Appeal to Prefecture (+24d) Add penalty (+25d) Receive Result Appeal from Prefecture (+21d) Appeal to Judge (+86d)
V0213,Create Fine Send Fine (+130d) Insert Fine Notification (+10d) Insert Date Appeal to Prefecture (+20d) Send Appeal to Prefecture (+20d) Add penalty (+20d) Receive Result Appeal from Prefecture (+10d) Notify Result Appeal to Offender (+78d) Payment (+244d) Payment (+25d) Send for Credit Collection (+39d) Rework observed: Payment was repeated (seen in 1 cases).
V0214,Create Fine Send Fine (+131d) Insert Fine Notification (+11d) Insert Date Appeal to Prefecture (+4d) Appeal to Judge (+22d) Send Appeal to Prefecture (+23d) Add penalty (+11d) Receive Result Appeal from Prefecture (+76d) Notify Result Appeal to Offender (+12d) Send for Credit Collection (+688d)
V0215,Create Fine Send Fine (+16d) Insert Fine Notification (+10d) Insert Date Appeal to Prefecture (+39d) Add penalty (+21d) Receive Result Appeal from Prefecture (+175d) Appeal to Judge (+33d) Send Appeal to Prefecture (+1544d)
V0216,Create Fine Send Fine (+283d) Insert Fine Notification (+5d) Insert Date Appeal to Prefecture (+4d) Send Appeal to Prefecture (+31d) Receive Result Appeal from Prefecture (+10d) Add penalty (+15d) Notify Result Appeal to Offender (+1d) Appeal to Judge (+38d) Payment (+182d)
V0217,Create Fine Send Fine (+117d) Insert Fine Notification (+15d) Add penalty (+60d) Payment (+331d) Payment (+28d) Payment (+30d) Payment (+33d) Payment (+22d) Payment (+31d) Payment (+33d) Payment (+33d) Payment (+24d) Payment (+34d) Rework observed: Payment was repeated (seen in 1 cases).
V0218,Create Fine Send Fine (+41d) Insert Fine Notification (+11d) Add penalty (+60d) Payment (+261d) Payment (+35d) Payment (+35d) Payment (+28d) Payment (+32d) Payment (+31d) Payment (+65d) Payment (+2d) Payment (+27d) Payment (+36d) Send for Credit Collection (+76d) Rework observed: Payment was repeated (seen in 1 cases).
V0219,Create Fine Payment Send Fine (+15d) Insert Fine Notification (+22d) Insert Date Appeal to Prefecture (+34d) Send Appeal to Prefecture (+6d) Add penalty (+20d) Receive Result Appeal from Prefecture (+19d) Notify Result Appeal to Offender (+9d)
V0220,Create Fine Send Fine (+39d) Insert Fine Notification (+15d) Payment (+59d) Add penalty (+1d) Insert Date Appeal to Prefecture (+5d) Send Appeal to Prefecture (+22d) Payment (+20d) Rework observed: Payment was repeated (seen in 1 cases).
V0221,Create Fine Send Fine (+31d) Insert Fine Notification (+57d) Insert Date Appeal to Prefecture (+51d) Add penalty (+9d) Receive Result Appeal from Prefecture (+19d) Send Appeal to Prefecture Payment (+110d)
V0222,Create Fine Send Fine (+69d) Insert Fine Notification (+49d) Appeal to Judge (+1d) Add penalty (+59d) Payment (+1103d) Payment (+29d) Payment (+32d) Payment (+26d) Payment (+44d) Payment (+27d) Rework observed: Payment was repeated (seen in 1 cases).
V0223,Create Fine Send Fine (+77d) Insert Fine Notification (+21d) Receive Result Appeal from Prefecture (+40d) Insert Date Appeal to Prefecture (+15d) Send Appeal to Prefecture (+4d) Add penalty (+1d) Payment (+226d)
V0224,Create Fine Send Fine (+52d) Insert Fine Notification (+21d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+1d) Appeal to Judge (+15d) Add penalty (+43d) Payment (+310d) Payment (+29d) Payment (+38d) Payment (+35d) Payment (+35d) Payment (+29d) Payment (+28d) Payment (+21d) Payment (+23d) Payment (+32d) Rework observed: Payment was repeated (seen in 1 cases).
V0225,Create Fine Send Fine (+51d) Insert Fine Notification (+26d) Insert Date Appeal to Prefecture (+1d) Appeal to Judge (+1d) Send Appeal to Prefecture Add penalty (+58d) Payment (+655d) Payment (+47d) Payment (+52d) Payment (+69d) Payment (+68d) Rework observed: Payment was repeated (seen in 1 cases).
V0226,Create Fine Send Fine (+37d) Insert Fine Notification (+36d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+1d) Add penalty (+58d) Payment (+105d) Receive Result Appeal from Prefecture (+82d) Notify Result Appeal to Offender (+4d) Payment (+92d) Rework observed: Payment was repeated (seen in 1 cases).
V0227,Create Fine Send Fine (+47d) Send Appeal to Prefecture (+27d) Insert Fine Notification (+3d) Insert Date Appeal to Prefecture (+3d) Add penalty (+57d) Payment (+99d)
V0228,Create Fine Send Fine (+7d) Insert Fine Notification (+33d) Insert Date Appeal to Prefecture (+27d) Add penalty (+33d) Payment (+164d) Payment (+32d) Payment (+30d) Rework observed: Payment was repeated (seen in 1 cases).
V0229,Create Fine Send Fine (+23d) Insert Fine Notification (+12d) Insert Date Appeal to Prefecture (+24d) Send Appeal to Prefecture (+6d) Add penalty (+30d) Receive Result Appeal from Prefecture (+55d) Notify Result Appeal to Offender (+130d) Payment (+353d) Send for Credit Collection (+137d)
V0230,Create Fine Send Fine (+86d) Insert Fine Notification (+10d) Insert Date Appeal to Prefecture (+9d) Send Appeal to Prefecture (+19d) Add penalty (+32d) Receive Result Appeal from Prefecture (+56d) Notify Result Appeal to Offender (+54d) Appeal to Judge (+9d) Payment (+367d) Payment (+29d) Payment (+30d) Payment (+34d) Payment (+50d) Payment (+12d) Rework observed: Payment was repeated (seen in 1 cases).
V0231,Create Fine Send Fine (+81d) Insert Date Appeal to Prefecture (+3d) Send Appeal to Prefecture (+1d) Insert Fine Notification (+2d) Appeal to Judge (+1d) Add penalty (+59d) Payment (+92d)
