variant_id,activity_sequence,trace_length,frequency,frequency_pct,representative_case_id,duration_seconds_mean,duration_seconds_median,duration_seconds_min,duration_seconds_max,outcome,rework,resource_distribution
V0190,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>Leucocytes>LacticAcid>CRP>Admission NC>CRP>Release A,11,1,0.0009523809523809524,FG,435782.0,435782.0,435782.0,435782.0,Release A,"{""CRP"": 1}",{}
V0191,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>LacticAcid>CRP>Leucocytes>Release A>Return ER,18,1,0.0009523809523809524,GG,3125706.0,3125706.0,3125706.0,3125706.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0192,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,15,1,0.0009523809523809524,HG,36488789.0,36488789.0,36488789.0,36488789.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0193,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>Admission NC>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>Release A,18,1,0.0009523809523809524,IG,1000332.0,1000332.0,1000332.0,1000332.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0194,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>Leucocytes>LacticAcid>CRP>Admission NC>Leucocytes>Leucocytes>CRP>Release A,13,1,0.0009523809523809524,JG,680638.0,680638.0,680638.0,680638.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0195,Leucocytes>CRP>ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Release A,16,1,0.0009523809523809524,KG,354180.0,354180.0,354180.0,354180.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0196,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Admission IC>CRP>Leucocytes>LacticAcid>LacticAcid>LacticAcid>Leucocytes>CRP>CRP>LacticAcid>Leucocytes>CRP>Leucocytes>LacticAcid>LacticAcid>CRP>Leucocytes>CRP>Leucocytes>LacticAcid>Leucocytes>LacticAcid>CRP>CRP>Leucocytes>LacticAcid>LacticAcid>Leucocytes>CRP>Release E>Return ER,41,1,0.0009523809523809524,LG,10563117.0,10563117.0,10563117.0,10563117.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0197,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>Leucocytes,6,1,0.0009523809523809524,MG,20281.0,20281.0,20281.0,20281.0,Leucocytes,"{""Leucocytes"": 1}",{}
V0198,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>Admission NC>Admission NC>Release A,9,1,0.0009523809523809524,OG,277177.0,277177.0,277177.0,277177.0,Release A,"{""Admission NC"": 1}",{}
V0199,ER Registration>IV Liquid>ER Sepsis Triage>IV Antibiotics>ER Triage>LacticAcid>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Release A>Return ER,13,1,0.0009523809523809524,PG,2288010.0,2288010.0,2288010.0,2288010.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0200,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809524,QG,1162737.0,1162737.0,1162737.0,1162737.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0201,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>CRP>LacticAcid>CRP>Leucocytes>CRP>CRP>CRP>CRP>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,33,1,0.0009523809523809524,RG,7794379.0,7794379.0,7794379.0,7794379.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0202,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A,11,1,0.0009523809523809524,TG,227739.0,227739.0,227739.0,227739.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0203,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,16,1,0.0009523809523809524,VG,1471144.0,1471144.0,1471144.0,1471144.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0204,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Release A,14,1,0.0009523809523809524,WG,474462.0,474462.0,474462.0,474462.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0205,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>Leucocytes>CRP>Admission NC>Admission NC>Leucocytes>CRP>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>Release D,29,1,0.0009523809523809524,YG,2372573.0,2372573.0,2372573.0,2372573.0,Release D,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0206,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Antibiotics>Admission NC>IV Liquid>Release B,10,1,0.0009523809523809524,ZG,150105.0,150105.0,150105.0,150105.0,Release B,{},{}
V0207,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A,11,1,0.0009523809523809524,AH,350708.0,350708.0,350708.0,350708.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0208,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Antibiotics>IV Liquid>Admission NC>Leucocytes>CRP>Admission NC>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,20,1,0.0009523809523809524,BH,394868.0,394868.0,394868.0,394868.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0209,ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Leucocytes>CRP>LacticAcid>Admission NC>Release A,9,1,0.0009523809523809524,CH,201852.0,201852.0,201852.0,201852.0,Release A,{},{}
V0210,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>CRP>IV Antibiotics>Admission NC>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Release A>Return ER,15,1,0.0009523809523809524,DH,9479573.0,9479573.0,9479573.0,9479573.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0211,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics>Admission NC>CRP>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809524,FH,4088632.0,4088632.0,4088632.0,4088632.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0212,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>Admission NC>Admission NC>IV Liquid>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Release A>Return ER,17,1,0.0009523809523809524,IH,1686082.0,1686082.0,1686082.0,1686082.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0213,ER Registration>ER Sepsis Triage>ER Triage>IV Liquid>IV Antibiotics>CRP>Leucocytes>LacticAcid>Admission NC>Admission NC>Release A>Return ER,12,1,0.0009523809523809524,JH,1063484.0,1063484.0,1063484.0,1063484.0,Return ER,"{""Admission NC"": 1}",{}
V0214,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>CRP>LacticAcid>Leucocytes>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A,12,1,0.0009523809523809524,KH,278879.0,278879.0,278879.0,278879.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0215,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>Admission NC>Leucocytes>CRP>CRP>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Release A,17,1,0.0009523809523809524,LH,956377.0,956377.0,956377.0,956377.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0216,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Antibiotics>IV Liquid>Admission NC>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Release A>Return ER,16,1,0.0009523809523809524,OH,4685241.0,4685241.0,4685241.0,4685241.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0217,ER Registration>CRP>LacticAcid>Leucocytes>IV Liquid>ER Triage>ER Sepsis Triage>IV Antibiotics,8,1,0.0009523809523809524,PH,3098.0,3098.0,3098.0,3098.0,IV Antibiotics,{},{}
V0218,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>Admission IC>CRP>Leucocytes>LacticAcid>Leucocytes>Leucocytes>Leucocytes>Leucocytes>LacticAcid>LacticAcid>Leucocytes>CRP>Leucocytes>LacticAcid>Leucocytes>CRP>LacticAcid>Release B,23,1,0.0009523809523809524,QH,138386.0,138386.0,138386.0,138386.0,Release B,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0219,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>Leucocytes,5,1,0.0009523809523809524,RH,40336.0,40336.0,40336.0,40336.0,Leucocytes,"{""Leucocytes"": 1}",{}
V0220,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A>Return ER,12,1,0.0009523809523809524,SH,3188399.0,3188399.0,3188399.0,3188399.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0221,ER Registration>ER Triage>CRP>LacticAcid>Leucocytes>IV Liquid>ER Sepsis Triage>IV Antibiotics>Admission NC>CRP>LacticAcid>CRP>Release A,13,1,0.0009523809523809524,TH,210970.0,210970.0,210970.0,210970.0,Release A,"{""CRP"": 1, ""LacticAcid"": 1}",{}
V0222,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Antibiotics>IV Liquid>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Leucocytes>Release A,22,1,0.0009523809523809524,XH,938297.0,938297.0,938297.0,938297.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0223,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>CRP>Admission NC>CRP>Release A,13,1,0.0009523809523809524,ZH,765186.0,765186.0,765186.0,765186.0,Release A,"{""Admission NC"": 1, ""CRP"": 1}",{}
V0224,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Release A>Return ER,15,1,0.0009523809523809524,AI,31474239.0,31474239.0,31474239.0,31474239.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0225,ER Registration>ER Triage>CRP>Leucocytes>ER Sepsis Triage>IV Antibiotics>Admission NC>LacticAcid>Admission NC>Release B,10,1,0.0009523809523809524,BI,126454.0,126454.0,126454.0,126454.0,Release B,"{""Admission NC"": 1}",{}
V0226,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Admission NC>Release A,13,1,0.0009523809523809524,CI,329411.0,329411.0,329411.0,329411.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0227,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics>Admission NC>Admission NC>CRP>Leucocytes>CRP>Release D>Return ER,14,1,0.0009523809523809524,EI,1717062.0,1717062.0,1717062.0,1717062.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0228,Leucocytes>ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Antibiotics>Admission NC>Admission NC>Leucocytes>Release A,12,1,0.0009523809523809524,GI,796920.0,796920.0,796920.0,796920.0,Release A,"{""Admission NC"": 1, ""Leucocytes"": 1}",{}
V0229,ER Registration>ER Triage>Leucocytes>LacticAcid>CRP>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809524,II,427546.0,427546.0,427546.0,427546.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0230,ER Registration>ER Triage>LacticAcid>Leucocytes>CRP>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Release A>Return ER,16,1,0.0009523809523809524,KI,4110316.0,4110316.0,4110316.0,4110316.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0231,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>Release A>Return ER,14,1,0.0009523809523809524,LI,13621540.0,13621540.0,13621540.0,13621540.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0232,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>LacticAcid>CRP>IV Antibiotics,8,1,0.0009523809523809524,MI,5256.0,5256.0,5256.0,5256.0,IV Antibiotics,{},{}
V0233,ER Registration>ER Triage>CRP>LacticAcid>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Release A>Return ER,15,1,0.0009523809523809524,NI,3055685.0,3055685.0,3055685.0,3055685.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0234,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes,6,1,0.0009523809523809524,OI,2550.0,2550.0,2550.0,2550.0,Leucocytes,{},{}
V0235,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>Admission NC>IV Liquid>IV Antibiotics>CRP>Release A,11,1,0.0009523809523809524,PI,238516.0,238516.0,238516.0,238516.0,Release A,"{""CRP"": 1}",{}
V0236,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>Admission NC>Admission NC>Release A,9,1,0.0009523809523809524,QI,295660.0,295660.0,295660.0,295660.0,Release A,"{""Admission NC"": 1}",{}
V0237,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>CRP>LacticAcid>Leucocytes>IV Antibiotics>Admission NC>Leucocytes>CRP>Admission NC>CRP>Leucocytes>Release A>Return ER,16,1,0.0009523809523809524,RI,896926.0,896926.0,896926.0,896926.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0238,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Admission NC>CRP>Leucocytes>Leucocytes>CRP>CRP>Release A,18,1,0.0009523809523809524,SI,677936.0,677936.0,677936.0,677936.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0239,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>Admission NC>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>Release C,21,1,0.0009523809523809524,TI,2490902.0,2490902.0,2490902.0,2490902.0,Release C,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0240,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics>Admission NC>IV Liquid>CRP>Leucocytes>CRP>Leucocytes>Release A,14,1,0.0009523809523809524,UI,310405.0,310405.0,310405.0,310405.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0241,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>CRP>Leucocytes>Admission NC>Admission NC>Leucocytes>CRP>CRP>CRP>Leucocytes>CRP>Release A>Return ER,18,1,0.0009523809523809524,VI,3861325.0,3861325.0,3861325.0,3861325.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0242,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>Admission NC>CRP>Release A>Return ER,9,1,0.0009523809523809524,WI,10290327.0,10290327.0,10290327.0,10290327.0,Return ER,"{""CRP"": 1}",{}
V0243,ER Registration>ER Triage>CRP>Leucocytes>LacticAcid>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>Admission IC>CRP>LacticAcid>Leucocytes>LacticAcid>Leucocytes>CRP>LacticAcid>Admission IC>LacticAcid>CRP>Leucocytes>LacticAcid>Leucocytes>CRP>Leucocytes>CRP>LacticAcid>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>Admission NC>CRP>Leucocytes>Release A>Return ER,39,1,0.0009523809523809524,XI,2018074.0,2018074.0,2018074.0,2018074.0,Return ER,"{""Admission IC"": 1, ""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0244,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>Leucocytes>LacticAcid>Admission NC>Leucocytes>Leucocytes>Leucocytes>CRP>Admission NC>Leucocytes>CRP>CRP>Release A,18,1,0.0009523809523809524,ZI,564606.0,564606.0,564606.0,564606.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0245,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>Admission NC>CRP>Leucocytes>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Release A,25,1,0.0009523809523809524,AJ,1387348.0,1387348.0,1387348.0,1387348.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0246,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission IC>LacticAcid>Leucocytes>CRP>LacticAcid>CRP>LacticAcid>Leucocytes>Admission NC>CRP>Leucocytes>CRP>Release A,21,1,0.0009523809523809524,BJ,543707.0,543707.0,543707.0,543707.0,Release A,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0247,Leucocytes>CRP>ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>LacticAcid>Leucocytes>CRP>Admission NC>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>Admission NC>Release B,25,1,0.0009523809523809524,CJ,915960.0,915960.0,915960.0,915960.0,Release B,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0248,ER Registration>ER Triage>CRP>Leucocytes>LacticAcid>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission IC>LacticAcid>CRP>Leucocytes>Leucocytes>CRP>LacticAcid>CRP>LacticAcid>Leucocytes>Admission NC>Leucocytes>CRP>Release A>Return ER,23,1,0.0009523809523809524,DJ,11129809.0,11129809.0,11129809.0,11129809.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0249,ER Registration>ER Triage>Leucocytes>CRP>LacticAcid>ER Sepsis Triage>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A,11,1,0.0009523809523809524,EJ,174600.0,174600.0,174600.0,174600.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0250,ER Registration>ER Triage>LacticAcid>CRP>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809524,FJ,10635586.0,10635586.0,10635586.0,10635586.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0251,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>LacticAcid>Leucocytes>Admission IC>Leucocytes>CRP>LacticAcid>LacticAcid>CRP>Leucocytes>LacticAcid>Leucocytes>CRP>Admission NC>Release A>Return ER,21,1,0.0009523809523809524,GJ,7483118.0,7483118.0,7483118.0,7483118.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0252,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Admission NC>CRP>Leucocytes>CRP>Leucocytes>Release A,16,1,0.0009523809523809524,IJ,571791.0,571791.0,571791.0,571791.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0253,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>Admission NC>LacticAcid>Release A,10,1,0.0009523809523809524,KJ,356146.0,356146.0,356146.0,356146.0,Release A,"{""LacticAcid"": 1}",{}
V0254,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Admission NC>CRP>Leucocytes>CRP>Admission NC>Admission NC>CRP>CRP>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>CRP>CRP>Admission NC>Release D,31,1,0.0009523809523809524,LJ,4194540.0,4194540.0,4194540.0,4194540.0,Release D,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0255,ER Registration>ER Triage>Leucocytes>CRP>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>Admission NC>CRP>Leucocytes>CRP>Release A,13,1,0.0009523809523809524,MJ,390839.0,390839.0,390839.0,390839.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0256,ER Registration>ER Triage>CRP>LacticAcid>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>Release A>Return ER,14,1,0.0009523809523809524,NJ,8369783.0,8369783.0,8369783.0,8369783.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0257,ER Registration>Leucocytes>CRP>LacticAcid>ER Triage>ER Sepsis Triage>IV Antibiotics>Admission IC>LacticAcid>Leucocytes>CRP>LacticAcid>Leucocytes>CRP>CRP>Leucocytes>LacticAcid>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,23,1,0.0009523809523809524,OJ,652458.0,652458.0,652458.0,652458.0,Release A,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0258,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>LacticAcid>CRP>CRP>LacticAcid>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Release B,19,1,0.0009523809523809524,PJ,502297.0,502297.0,502297.0,502297.0,Release B,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0259,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>IV Liquid>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,14,1,0.0009523809523809524,QJ,510412.0,510412.0,510412.0,510412.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0260,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics,7,1,0.0009523809523809524,RJ,17242.0,17242.0,17242.0,17242.0,IV Antibiotics,{},{}
V0261,ER Registration>ER Triage>LacticAcid>CRP>Leucocytes>IV Liquid>ER Sepsis Triage>Admission NC>IV Antibiotics>CRP>CRP>Leucocytes>CRP>Leucocytes>Release A>Return ER,16,1,0.0009523809523809524,SJ,4415108.0,4415108.0,4415108.0,4415108.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0262,IV Liquid>ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Leucocytes>LacticAcid>CRP>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,15,1,0.0009523809523809524,TJ,1514912.0,1514912.0,1514912.0,1514912.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0263,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>Leucocytes>CRP>CRP>CRP>Release A>Return ER,16,1,0.0009523809523809524,UJ,5460849.0,5460849.0,5460849.0,5460849.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0264,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Admission NC>CRP>Leucocytes>Release A,13,1,0.0009523809523809524,VJ,476303.0,476303.0,476303.0,476303.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0265,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>Leucocytes>Release A>Return ER,13,1,0.0009523809523809524,XJ,2947431.0,2947431.0,2947431.0,2947431.0,Return ER,"{""Leucocytes"": 1}",{}
V0266,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Release A,12,1,0.0009523809523809524,YJ,726943.0,726943.0,726943.0,726943.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0267,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Admission NC>CRP>Leucocytes>CRP>Release A,16,1,0.0009523809523809524,ZJ,740114.0,740114.0,740114.0,740114.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0268,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>CRP>LacticAcid>IV Antibiotics>Admission NC>CRP>Leucocytes,11,1,0.0009523809523809524,AK,37105.0,37105.0,37105.0,37105.0,Leucocytes,"{""CRP"": 1, ""Leucocytes"": 1}",{}
