variant_id,activity_sequence,trace_length,frequency,frequency_pct,representative_case_id,duration_seconds_mean,duration_seconds_median,duration_seconds_min,duration_seconds_max,outcome,rework,resource_distribution
V0246,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission IC>LacticAcid>Leucocytes>CRP>LacticAcid>CRP>LacticAcid>Leucocytes>Admission NC>CRP>Leucocytes>CRP>Release A,21,1,0.0009523809523809,BJ,543707.0,543707.0,543707.0,543707.0,Release A,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0247,Leucocytes>CRP>ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>LacticAcid>Leucocytes>CRP>Admission NC>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>Admission NC>Release B,25,1,0.0009523809523809,CJ,915960.0,915960.0,915960.0,915960.0,Release B,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0248,ER Registration>ER Triage>CRP>Leucocytes>LacticAcid>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission IC>LacticAcid>CRP>Leucocytes>Leucocytes>CRP>LacticAcid>CRP>LacticAcid>Leucocytes>Admission NC>Leucocytes>CRP>Release A>Return ER,23,1,0.0009523809523809,DJ,11129809.0,11129809.0,11129809.0,11129809.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0249,ER Registration>ER Triage>Leucocytes>CRP>LacticAcid>ER Sepsis Triage>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A,11,1,0.0009523809523809,EJ,174600.0,174600.0,174600.0,174600.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0250,ER Registration>ER Triage>LacticAcid>CRP>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809,FJ,10635586.0,10635586.0,10635586.0,10635586.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0251,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>LacticAcid>Leucocytes>Admission IC>Leucocytes>CRP>LacticAcid>LacticAcid>CRP>Leucocytes>LacticAcid>Leucocytes>CRP>Admission NC>Release A>Return ER,21,1,0.0009523809523809,GJ,7483118.0,7483118.0,7483118.0,7483118.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0252,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Admission NC>CRP>Leucocytes>CRP>Leucocytes>Release A,16,1,0.0009523809523809,IJ,571791.0,571791.0,571791.0,571791.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0253,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>Admission NC>LacticAcid>Release A,10,1,0.0009523809523809,KJ,356146.0,356146.0,356146.0,356146.0,Release A,"{""LacticAcid"": 1}",{}
V0254,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Admission NC>CRP>Leucocytes>CRP>Admission NC>Admission NC>CRP>CRP>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>CRP>CRP>Admission NC>Release D,31,1,0.0009523809523809,LJ,4194540.0,4194540.0,4194540.0,4194540.0,Release D,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0255,ER Registration>ER Triage>Leucocytes>CRP>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>Admission NC>CRP>Leucocytes>CRP>Release A,13,1,0.0009523809523809,MJ,390839.0,390839.0,390839.0,390839.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0256,ER Registration>ER Triage>CRP>LacticAcid>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>Release A>Return ER,14,1,0.0009523809523809,NJ,8369783.0,8369783.0,8369783.0,8369783.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0257,ER Registration>Leucocytes>CRP>LacticAcid>ER Triage>ER Sepsis Triage>IV Antibiotics>Admission IC>LacticAcid>Leucocytes>CRP>LacticAcid>Leucocytes>CRP>CRP>Leucocytes>LacticAcid>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,23,1,0.0009523809523809,OJ,652458.0,652458.0,652458.0,652458.0,Release A,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0258,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>LacticAcid>CRP>CRP>LacticAcid>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Release B,19,1,0.0009523809523809,PJ,502297.0,502297.0,502297.0,502297.0,Release B,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0259,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>IV Liquid>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,14,1,0.0009523809523809,QJ,510412.0,510412.0,510412.0,510412.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0260,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics,7,1,0.0009523809523809,RJ,17242.0,17242.0,17242.0,17242.0,IV Antibiotics,{},{}
V0261,ER Registration>ER Triage>LacticAcid>CRP>Leucocytes>IV Liquid>ER Sepsis Triage>Admission NC>IV Antibiotics>CRP>CRP>Leucocytes>CRP>Leucocytes>Release A>Return ER,16,1,0.0009523809523809,SJ,4415108.0,4415108.0,4415108.0,4415108.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0262,IV Liquid>ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Leucocytes>LacticAcid>CRP>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,15,1,0.0009523809523809,TJ,1514912.0,1514912.0,1514912.0,1514912.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0263,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>Leucocytes>CRP>CRP>CRP>Release A>Return ER,16,1,0.0009523809523809,UJ,5460849.0,5460849.0,5460849.0,5460849.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0264,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Admission NC>CRP>Leucocytes>Release A,13,1,0.0009523809523809,VJ,476303.0,476303.0,476303.0,476303.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0265,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>Leucocytes>Release A>Return ER,13,1,0.0009523809523809,XJ,2947431.0,2947431.0,2947431.0,2947431.0,Return ER,"{""Leucocytes"": 1}",{}
V0266,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Release A,12,1,0.0009523809523809,YJ,726943.0,726943.0,726943.0,726943.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0267,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Admission NC>CRP>Leucocytes>CRP>Release A,16,1,0.0009523809523809,ZJ,740114.0,740114.0,740114.0,740114.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0268,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>CRP>LacticAcid>IV Antibiotics>Admission NC>CRP>Leucocytes,11,1,0.0009523809523809,AK,37105.0,37105.0,37105.0,37105.0,Leucocytes,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0269,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>Leucocytes>LacticAcid>Admission NC>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809,BK,10628120.0,10628120.0,10628120.0,10628120.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0270,ER Registration>LacticAcid>Leucocytes>CRP>ER Triage>ER Sepsis Triage>IV Antibiotics>IV Liquid>Admission NC>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809,DK,8328714.0,8328714.0,8328714.0,8328714.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0271,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>CRP>LacticAcid>IV Antibiotics>Admission IC>Leucocytes>CRP>LacticAcid>CRP>LacticAcid>Leucocytes>Leucocytes>LacticAcid>CRP>Admission NC>Release B,20,1,0.0009523809523809,EK,610869.0,610869.0,610869.0,610869.0,Release B,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0272,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>Leucocytes>CRP>LacticAcid>Admission NC>CRP>CRP>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Release A,17,1,0.0009523809523809,FK,999620.0,999620.0,999620.0,999620.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0273,Leucocytes>CRP>ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>LacticAcid>Leucocytes>CRP>IV Antibiotics>Admission NC>Leucocytes>CRP>Admission NC>CRP>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>Admission IC>Leucocytes>CRP>LacticAcid>CRP>LacticAcid>Leucocytes>LacticAcid>Leucocytes>CRP>Leucocytes>CRP>LacticAcid>Admission NC>Leucocytes>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Release D,88,1,0.0009523809523809,GK,3642360.0,3642360.0,3642360.0,3642360.0,Release D,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0274,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Release C,10,1,0.0009523809523809,HK,1367916.0,1367916.0,1367916.0,1367916.0,Release C,{},{}
V0275,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>IV Liquid>Admission IC>CRP>LacticAcid>Leucocytes>LacticAcid>LacticAcid>LacticAcid>CRP>LacticAcid>Leucocytes>LacticAcid>LacticAcid>LacticAcid>LacticAcid>LacticAcid>Leucocytes>CRP>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Release A,31,1,0.0009523809523809,JK,440215.0,440215.0,440215.0,440215.0,Release A,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0276,ER Registration>ER Triage>LacticAcid>Leucocytes>CRP>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>CRP>Leucocytes>Release A,14,1,0.0009523809523809,KK,290245.0,290245.0,290245.0,290245.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0277,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission IC>LacticAcid>Leucocytes>CRP>Leucocytes>CRP>LacticAcid>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,27,1,0.0009523809523809,MK,20189746.0,20189746.0,20189746.0,20189746.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0278,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>CRP>CRP>Release A,18,1,0.0009523809523809,NK,585125.0,585125.0,585125.0,585125.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0279,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics>IV Liquid>Admission NC>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>Release A>Return ER,19,1,0.0009523809523809,OK,1062913.0,1062913.0,1062913.0,1062913.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0280,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Release A>Return ER,23,1,0.0009523809523809,PK,7433745.0,7433745.0,7433745.0,7433745.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0281,Leucocytes>CRP>ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Admission NC>Leucocytes>CRP>Leucocytes>CRP>CRP>CRP>Leucocytes>CRP>Release A,16,1,0.0009523809523809,QK,784800.0,784800.0,784800.0,784800.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0282,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>Leucocytes>CRP>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>Release A,15,1,0.0009523809523809,RK,589900.0,589900.0,589900.0,589900.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0283,ER Registration>ER Triage>LacticAcid>CRP>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>CRP>Leucocytes>CRP>Release C>Return ER,32,1,0.0009523809523809,SK,2701722.0,2701722.0,2701722.0,2701722.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0284,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>Admission NC>Leucocytes>CRP>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,18,1,0.0009523809523809,UK,10612408.0,10612408.0,10612408.0,10612408.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0285,ER Registration>ER Triage>LacticAcid>CRP>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Release A,20,1,0.0009523809523809,VK,1286748.0,1286748.0,1286748.0,1286748.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0286,Leucocytes>CRP>ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Admission NC>Release A,8,1,0.0009523809523809,WK,445200.0,445200.0,445200.0,445200.0,Release A,{},{}
V0287,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP,6,1,0.0009523809523809,XK,2045.0,2045.0,2045.0,2045.0,CRP,{},{}
V0288,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Release A>Return ER,17,1,0.0009523809523809,YK,982262.0,982262.0,982262.0,982262.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0289,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>CRP>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A,11,1,0.0009523809523809,ZK,178326.0,178326.0,178326.0,178326.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0290,ER Registration>ER Triage>LacticAcid>Leucocytes>CRP>ER Sepsis Triage>IV Liquid>Leucocytes>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>Release A>Return ER,19,1,0.0009523809523809,AL,27694988.0,27694988.0,27694988.0,27694988.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0291,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>IV Antibiotics>Admission NC>Admission NC>Admission NC>CRP>Release A,11,1,0.0009523809523809,BL,130941.0,130941.0,130941.0,130941.0,Release A,"{""Admission NC"": 1, ""CRP"": 1}",{}
V0292,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes,4,1,0.0009523809523809,CL,540.0,540.0,540.0,540.0,Leucocytes,{},{}
V0293,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>IV Liquid>Admission NC>Leucocytes>Release A,11,1,0.0009523809523809,DL,307235.0,307235.0,307235.0,307235.0,Release A,"{""Leucocytes"": 1}",{}
V0294,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>LacticAcid>CRP>IV Antibiotics>Admission NC>Admission NC>Leucocytes>Leucocytes>CRP>Release A,14,1,0.0009523809523809,EL,545822.0,545822.0,545822.0,545822.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0295,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>Admission NC>IV Liquid>IV Antibiotics,9,1,0.0009523809523809,FL,97320.0,97320.0,97320.0,97320.0,IV Antibiotics,{},{}
V0296,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Antibiotics>Admission NC>Admission NC>CRP>Leucocytes>CRP>Leucocytes>Release A>Return ER,15,1,0.0009523809523809,GL,645765.0,645765.0,645765.0,645765.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0297,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A>Return ER,15,1,0.0009523809523809,HL,8589712.0,8589712.0,8589712.0,8589712.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0298,ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Leucocytes>CRP>LacticAcid>IV Liquid>Admission NC>CRP>Leucocytes>CRP>Release A,13,1,0.0009523809523809,IL,328493.0,328493.0,328493.0,328493.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0299,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Antibiotics>IV Liquid>Admission NC>Leucocytes>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>Release A,22,1,0.0009523809523809,LL,1026790.0,1026790.0,1026790.0,1026790.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0300,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Admission IC>Leucocytes>CRP>LacticAcid>LacticAcid>CRP>Leucocytes>LacticAcid>Leucocytes>CRP>Admission NC>Leucocytes>Leucocytes>CRP>Release A>Return ER,29,1,0.0009523809523809,ML,17132673.0,17132673.0,17132673.0,17132673.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0301,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Release A>Return ER,12,1,0.0009523809523809,OL,1930714.0,1930714.0,1930714.0,1930714.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0302,ER Registration>LacticAcid>Leucocytes>CRP>ER Triage>ER Sepsis Triage,6,1,0.0009523809523809,PL,1658.0,1658.0,1658.0,1658.0,ER Sepsis Triage,{},{}
V0303,ER Registration>ER Triage>Leucocytes>CRP>LacticAcid>ER Sepsis Triage>IV Antibiotics>IV Liquid>Admission NC>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Release A>Return ER,16,1,0.0009523809523809,SL,8022365.0,8022365.0,8022365.0,8022365.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0304,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>Leucocytes>LacticAcid>Admission NC>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,17,1,0.0009523809523809,TL,446788.0,446788.0,446788.0,446788.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0305,ER Registration>Leucocytes>LacticAcid>CRP>ER Triage>ER Sepsis Triage>IV Antibiotics,7,1,0.0009523809523809,UL,1482.0,1482.0,1482.0,1482.0,IV Antibiotics,{},{}
V0306,CRP>Leucocytes>ER Registration>ER Triage>ER Sepsis Triage>Admission NC>CRP>CRP>Release A,9,1,0.0009523809523809,WL,612840.0,612840.0,612840.0,612840.0,Release A,"{""CRP"": 1}",{}
V0307,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>Leucocytes>CRP>Release A>Return ER,14,1,0.0009523809523809,XL,6043512.0,6043512.0,6043512.0,6043512.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0308,ER Registration>ER Triage>LacticAcid>CRP>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>LacticAcid>CRP>Leucocytes>Leucocytes>CRP>Release A>Return ER,18,1,0.0009523809523809,YL,1113613.0,1113613.0,1113613.0,1113613.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0309,ER Registration>ER Triage>Leucocytes>CRP>ER Sepsis Triage>IV Liquid>IV Antibiotics>Release B>Admission NC,9,1,0.0009523809523809,BM,10380.0,10380.0,10380.0,10380.0,Admission NC,{},{}
V0310,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Antibiotics>Admission NC>CRP>Leucocytes>Admission NC>Leucocytes>CRP>CRP>Release A,15,1,0.0009523809523809,CM,424796.0,424796.0,424796.0,424796.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0311,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission IC>Leucocytes>LacticAcid>CRP>Leucocytes>CRP>LacticAcid>LacticAcid>LacticAcid>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>CRP>Release A>Return ER,29,1,0.0009523809523809,EM,7944722.0,7944722.0,7944722.0,7944722.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0312,ER Registration>ER Sepsis Triage>ER Triage>IV Antibiotics>Leucocytes>CRP>IV Liquid>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>Release A,16,1,0.0009523809523809,FM,2845254.0,2845254.0,2845254.0,2845254.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0313,ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Leucocytes>LacticAcid>CRP>IV Liquid>Admission NC>Leucocytes>CRP>Admission NC>Release C,13,1,0.0009523809523809,GM,592245.0,592245.0,592245.0,592245.0,Release C,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0314,Leucocytes>CRP>ER Registration>ER Triage>ER Sepsis Triage>Admission NC>CRP>Leucocytes>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>Release C,15,1,0.0009523809523809,HM,1035600.0,1035600.0,1035600.0,1035600.0,Release C,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0315,ER Registration>ER Sepsis Triage>ER Triage>CRP>Leucocytes>LacticAcid>LacticAcid>IV Liquid>IV Antibiotics>Admission IC>LacticAcid>Leucocytes>CRP>LacticAcid>CRP>LacticAcid>Leucocytes>Admission NC>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>Release A,37,1,0.0009523809523809,IM,2690710.0,2690710.0,2690710.0,2690710.0,Release A,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0316,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>Admission NC>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Release E,13,1,0.0009523809523809,JM,1723438.0,1723438.0,1723438.0,1723438.0,Release E,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
